,ID,Frame,X,Y,Contours
16,38.0,16.0,137.8671134276495,204.64556962025316,"877    [[147.50196078431372, 206.0], [147.0, 205.4980...
Name: Contours, dtype: object"
17,38.0,17.0,136.8671134276495,203.7594936708861,"943    [[146.50196078431372, 206.0], [146.50196078431...
Name: Contours, dtype: object"
18,38.0,18.0,134.94306279473813,203.79746835443035,"1009    [[144.50196078431372, 207.0], [144.50196078431...
Name: Contours, dtype: object"
19,38.0,19.0,137.3961293608352,203.6103896103896,"1076    [[146.50196078431372, 207.0], [146.50196078431...
Name: Contours, dtype: object"
20,27.0,0.0,245.47017851916885,339.94029850746267,"24    [[253.50196078431372, 340.0], [253.50196078431...
Name: Contours, dtype: object"
21,27.0,1.0,245.13079939668174,339.9230769230769,"72    [[252.50196078431372, 342.0], [252.50196078431...
Name: Contours, dtype: object"
22,27.0,2.0,238.28097105508868,345.1904761904762,"121    [[249.50196078431372, 343.0], [249.50196078431...
Name: Contours, dtype: object"
23,27.0,3.0,232.2551420568227,353.9591836734694,"166    [[237.50196078431372, 355.0], [237.50196078431...
Name: Contours, dtype: object"
24,27.0,4.0,232.2551420568227,354.14285714285717,"217    [[237.50196078431372, 356.0], [237.50196078431...
Name: Contours, dtype: object"
25,27.0,5.0,233.24549019607835,354.6545454545454,"266    [[239.50196078431372, 354.0], [239.50196078431...
Name: Contours, dtype: object"
26,27.0,6.0,231.99094474153293,354.4,"315    [[238.50196078431372, 352.0], [238.0, 351.4980...
Name: Contours, dtype: object"
27,28.0,0.0,8.697074895531983,187.24590163934428,"2    [[0.0, 192.50196078431372], [0.498039215686274...
Name: Contours, dtype: object"
28,28.0,1.0,7.500440176070428,188.10204081632654,"50    [[0.0, 192.50196078431372], [0.498039215686274...
Name: Contours, dtype: object"
29,28.0,2.0,7.97116493656286,188.00000000000003,"99    [[0.0, 195.50196078431372], [1.0, 195.50196078...
Name: Contours, dtype: object"
30,29.0,0.0,14.513725490196078,476.2739726027397,"3    [[24.501960784313724, 477.0], [24.501960784313...
Name: Contours, dtype: object"
31,29.0,1.0,14.513725490196078,476.35616438356163,"51    [[24.501960784313724, 477.0], [24.501960784313...
Name: Contours, dtype: object"
32,29.0,2.0,11.429605081469207,476.84507042253523,"100    [[21.501960784313724, 477.0], [21.501960784313...
Name: Contours, dtype: object"
33,29.0,3.0,11.967557932263814,477.012987012987,"147    [[22.501960784313724, 477.0], [22.501960784313...
Name: Contours, dtype: object"
34,29.0,4.0,12.897287134031695,477.54794520547944,"195    [[23.501960784313724, 477.0], [23.501960784313...
Name: Contours, dtype: object"
35,29.0,5.0,13.938383024442654,477.8082191780822,"246    [[24.501960784313724, 477.0], [24.501960784313...
Name: Contours, dtype: object"
36,29.0,6.0,17.686934212937512,476.8598130841121,"296    [[32.501960784313724, 475.0], [32.0, 474.49803...
Name: Contours, dtype: object"
37,29.0,7.0,17.27479243949832,476.5855855855855,"345    [[32.501960784313724, 475.0], [32.501960784313...
Name: Contours, dtype: object"
38,29.0,8.0,10.862347257743677,477.84057971014494,"396    [[20.501960784313724, 478.0], [20.501960784313...
Name: Contours, dtype: object"
39,29.0,9.0,12.949303779482808,477.94202898550725,"451    [[22.501960784313724, 479.0], [22.501960784313...
Name: Contours, dtype: object"
40,29.0,10.0,12.949303779482808,478.0289855072464,"505    [[22.501960784313724, 479.0], [22.501960784313...
Name: Contours, dtype: object"
41,29.0,11.0,14.288760011046673,478.5633802816901,"559    [[24.501960784313724, 477.0], [24.501960784313...
Name: Contours, dtype: object"
42,29.0,12.0,12.21235562718238,478.24657534246575,"617    [[22.501960784313724, 477.0], [22.501960784313...
Name: Contours, dtype: object"
43,29.0,13.0,11.4014360673847,478.71830985915494,"673    [[21.501960784313724, 478.0], [21.501960784313...
Name: Contours, dtype: object"
44,29.0,14.0,11.542281137807235,478.7464788732394,"734    [[21.501960784313724, 480.0], [21.501960784313...
Name: Contours, dtype: object"
45,29.0,15.0,12.700026143790849,478.37333333333333,"799    [[23.501960784313724, 478.0], [23.501960784313...
Name: Contours, dtype: object"
46,29.0,16.0,13.288760011046673,478.83098591549293,"864    [[23.501960784313724, 480.0], [23.501960784313...
Name: Contours, dtype: object"
47,29.0,17.0,12.373267053300193,478.0422535211268,"930    [[22.501960784313724, 480.0], [22.501960784313...
Name: Contours, dtype: object"
48,29.0,18.0,11.147914940624137,477.9577464788732,"994    [[21.501960784313724, 478.0], [21.501960784313...
Name: Contours, dtype: object"
49,29.0,19.0,13.387351560342447,477.92957746478874,"1062    [[23.501960784313724, 479.0], [23.501960784313...
Name: Contours, dtype: object"
50,30.0,0.0,22.196989502871855,167.33333333333334,"4    [[34.501960784313724, 170.0], [34.501960784313...
Name: Contours, dtype: object"
51,30.0,1.0,22.257595563477917,167.43434343434345,"52    [[34.501960784313724, 170.0], [34.501960784313...
Name: Contours, dtype: object"
52,30.0,2.0,19.07427683944865,167.9009900990099,"101    [[31.501960784313724, 171.0], [31.501960784313...
Name: Contours, dtype: object"
53,30.0,3.0,19.856455057270434,167.93069306930693,"149    [[32.501960784313724, 168.0], [32.501960784313...
Name: Contours, dtype: object"
54,30.0,4.0,20.896059017666474,167.98019801980197,"197    [[33.501960784313724, 169.0], [33.501960784313...
Name: Contours, dtype: object"
55,30.0,5.0,21.668336245389245,168.4851485148515,"247    [[34.501960784313724, 169.0], [34.501960784313...
Name: Contours, dtype: object"
56,30.0,6.0,20.166686472568827,168.44444444444446,"297    [[32.501960784313724, 171.0], [32.501960784313...
Name: Contours, dtype: object"
57,30.0,7.0,19.863656169538523,168.37373737373738,"347    [[32.501960784313724, 168.0], [32.501960784313...
Name: Contours, dtype: object"
58,30.0,8.0,18.946620978488482,168.01941747572815,"397    [[31.501960784313724, 171.0], [31.501960784313...
Name: Contours, dtype: object"
59,30.0,9.0,21.66506758043023,168.03883495145632,"452    [[34.501960784313724, 168.0], [34.501960784313...
Name: Contours, dtype: object"
60,30.0,10.0,21.883858189740543,168.33333333333334,"507    [[34.501960784313724, 168.0], [34.501960784313...
Name: Contours, dtype: object"
61,30.0,11.0,22.863656169538523,168.5050505050505,"561    [[35.501960784313724, 169.0], [35.501960784313...
Name: Contours, dtype: object"
62,30.0,12.0,20.551566606023854,168.5257731958763,"619    [[32.501960784313724, 172.0], [32.501960784313...
Name: Contours, dtype: object"
63,30.0,13.0,19.257595563477917,169.3939393939394,"675    [[31.501960784313724, 172.0], [31.501960784313...
Name: Contours, dtype: object"
64,30.0,14.0,20.118576915302203,168.8762886597938,"737    [[32.501960784313724, 170.0], [32.501960784313...
Name: Contours, dtype: object"
65,30.0,15.0,20.657915376676986,168.90526315789472,"800    [[32.501960784313724, 171.0], [32.501960784313...
Name: Contours, dtype: object"
66,30.0,16.0,21.55265221878225,168.98947368421054,"866    [[33.501960784313724, 171.0], [33.501960784313...
Name: Contours, dtype: object"
67,30.0,17.0,20.726824337982617,168.48453608247422,"932    [[32.501960784313724, 171.0], [32.501960784313...
Name: Contours, dtype: object"
68,30.0,18.0,19.156585462467817,168.3939393939394,"995    [[31.501960784313724, 169.0], [31.0, 168.49803...
Name: Contours, dtype: object"
69,30.0,19.0,21.95265221878225,167.85263157894735,"1064    [[33.501960784313724, 171.0], [33.501960784313...
Name: Contours, dtype: object"
70,31.0,0.0,19.198656997045394,422.17808219178085,"5    [[27.501960784313724, 423.0], [27.501960784313...
Name: Contours, dtype: object"
71,31.0,1.0,19.273359477124185,422.53333333333336,"54    [[27.501960784313724, 423.0], [27.501960784313...
Name: Contours, dtype: object"
72,31.0,2.0,16.448077412783295,423.2987012987013,"105    [[25.501960784313724, 421.0], [25.0, 420.49803...
Name: Contours, dtype: object"
73,31.0,3.0,16.979478914853612,423.82191780821915,"150    [[25.501960784313724, 423.0], [25.501960784313...
Name: Contours, dtype: object"
74,31.0,4.0,17.924684394305668,423.8493150684931,"198    [[26.501960784313724, 423.0], [26.501960784313...
Name: Contours, dtype: object"
75,31.0,5.0,18.993177544990598,424.8493150684931,"249    [[27.501960784313724, 425.0], [27.501960784313...
Name: Contours, dtype: object"
76,31.0,6.0,17.500027616680477,424.80281690140845,"299    [[25.501960784313724, 425.0], [25.501960784313...
Name: Contours, dtype: object"
77,31.0,7.0,16.993177544990598,424.8493150684931,"349    [[25.501960784313724, 425.0], [25.501960784313...
Name: Contours, dtype: object"
78,31.0,8.0,16.500027616680477,424.83098591549293,"399    [[24.501960784313724, 425.0], [24.501960784313...
Name: Contours, dtype: object"
79,31.0,9.0,18.64087268710301,424.92957746478874,"454    [[26.501960784313724, 426.0], [26.501960784313...
Name: Contours, dtype: object"
80,31.0,10.0,18.965780284716626,424.8904109589041,"508    [[27.501960784313724, 424.0], [27.501960784313...
Name: Contours, dtype: object"
81,31.0,11.0,20.06167069567553,425.06849315068496,"563    [[28.501960784313724, 426.0], [28.501960784313...
Name: Contours, dtype: object"
82,31.0,12.0,17.938383024442654,425.013698630137,"620    [[26.501960784313724, 425.0], [26.501960784313...
Name: Contours, dtype: object"
83,31.0,13.0,17.06002614379085,425.56,"677    [[25.501960784313724, 426.0], [25.501960784313...
Name: Contours, dtype: object"
84,31.0,14.0,17.554821380607038,425.4931506849315,"739    [[25.501960784313724, 427.0], [25.501960784313...
Name: Contours, dtype: object"
85,31.0,15.0,17.910985764168682,425.986301369863,"803    [[26.501960784313724, 426.0], [26.0, 425.49803...
Name: Contours, dtype: object"
86,31.0,16.0,18.153359477124184,426.58666666666664,"867    [[26.501960784313724, 428.0], [26.501960784313...
Name: Contours, dtype: object"
87,31.0,17.0,17.678109051839915,427.5753424657534,"933    [[26.501960784313724, 429.0], [26.501960784313...
Name: Contours, dtype: object"
88,31.0,18.0,16.46002614379085,428.06666666666666,"997    [[25.501960784313724, 429.0], [25.501960784313...
Name: Contours, dtype: object"
89,31.0,19.0,19.033359477124183,428.44,"1065    [[28.501960784313724, 429.0], [28.501960784313...
Name: Contours, dtype: object"
90,32.0,0.0,17.92108703130375,460.9122807017544,"6    [[25.501960784313724, 464.0], [25.501960784313...
Name: Contours, dtype: object"
91,32.0,1.0,17.720372216683284,460.33898305084745,"53    [[25.501960784313724, 465.0], [25.501960784313...
Name: Contours, dtype: object"
92,32.0,2.0,14.601728148886673,461.20338983050846,"103    [[22.501960784313724, 465.0], [22.501960784313...
Name: Contours, dtype: object"
93,32.0,3.0,15.172163291546127,461.24590163934425,"148    [[23.501960784313724, 464.0], [23.501960784313...
Name: Contours, dtype: object"
94,32.0,4.0,16.05740919318547,461.2950819672131,"196    [[24.501960784313724, 464.0], [24.501960784313...
Name: Contours, dtype: object"
95,32.0,5.0,17.119078742608153,461.82539682539675,"248    [[25.501960784313724, 465.0], [25.501960784313...
Name: Contours, dtype: object"
96,32.0,6.0,15.6475731276117,461.72131147540983,"298    [[23.501960784313724, 466.0], [23.501960784313...
Name: Contours, dtype: object"
97,32.0,7.0,15.13495175848117,461.8095238095238,"346    [[23.501960784313724, 465.0], [23.501960784313...
Name: Contours, dtype: object"
98,32.0,8.0,15.13495175848117,461.6190476190476,"398    [[23.501960784313724, 465.0], [23.501960784313...
Name: Contours, dtype: object"
99,32.0,9.0,17.103205726735137,461.6507936507937,"453    [[25.501960784313724, 465.0], [25.501960784313...
Name: Contours, dtype: object"
100,32.0,10.0,17.515414781297135,461.6461538461538,"506    [[26.501960784313724, 463.0], [26.501960784313...
Name: Contours, dtype: object"
101,32.0,11.0,18.738835235586773,462.0,"560    [[27.501960784313724, 465.0], [27.501960784313...
Name: Contours, dtype: object"
102,32.0,12.0,16.574656131109162,461.32835820895525,"618    [[25.501960784313724, 465.0], [25.501960784313...
Name: Contours, dtype: object"
103,32.0,13.0,16.19568059107701,461.94202898550725,"676    [[25.501960784313724, 464.0], [25.501960784313...
Name: Contours, dtype: object"
104,32.0,14.0,16.731912475134983,461.4782608695652,"738    [[25.501960784313724, 465.0], [25.501960784313...
Name: Contours, dtype: object"
105,32.0,15.0,17.586984938903097,461.6231884057971,"802    [[26.501960784313724, 465.0], [26.501960784313...
Name: Contours, dtype: object"
106,32.0,16.0,18.105661419497377,461.7323943661972,"865    [[27.501960784313724, 464.0], [27.501960784313...
Name: Contours, dtype: object"
107,32.0,17.0,17.302844518088925,461.4366197183099,"931    [[26.501960784313724, 465.0], [26.501960784313...
Name: Contours, dtype: object"
108,32.0,18.0,16.190168461750897,461.32394366197184,"996    [[25.501960784313724, 463.0], [25.501960784313...
Name: Contours, dtype: object"
109,32.0,19.0,18.74002614379085,461.0133333333333,"1063    [[28.501960784313724, 462.0], [28.501960784313...
Name: Contours, dtype: object"
110,33.0,0.0,14.100392156862744,186.0,"7    [[14.501960784313725, 186.0], [14.0, 185.49803...
Name: Contours, dtype: object"
111,34.0,0.0,19.100392156862746,185.0,"8    [[19.501960784313724, 185.0], [19.0, 184.49803...
Name: Contours, dtype: object"
112,34.0,1.0,18.07170868347339,184.57142857142858,"55    [[18.501960784313724, 185.0], [18.501960784313...
Name: Contours, dtype: object"
113,34.0,2.0,15.100392156862744,185.0,"106    [[15.501960784313725, 185.0], [15.0, 184.49803...
Name: Contours, dtype: object"
114,34.0,3.0,14.500115340253748,186.35294117647058,"151    [[16.501960784313724, 186.0], [16.501960784313...
Name: Contours, dtype: object"
115,34.0,4.0,16.100392156862746,187.0,"200    [[16.501960784313724, 187.0], [16.0, 186.49803...
Name: Contours, dtype: object"
116,34.0,5.0,17.006248793968417,188.12980844751317,"Series([], Name: Contours, dtype: object)"
117,34.0,6.0,17.91210543107409,189.25961689502634,"Series([], Name: Contours, dtype: object)"
118,34.0,7.0,9.0,186.68163992869876,"348    [[10.0, 187.49803921568628], [9.0, 187.4980392...
Name: Contours, dtype: object"
119,35.0,0.0,35.41231510147919,419.49122807017545,"9    [[41.501960784313724, 422.0], [41.501960784313...
Name: Contours, dtype: object"
120,35.0,1.0,36.00984236831988,420.6470588235294,"57    [[41.501960784313724, 423.0], [41.501960784313...
Name: Contours, dtype: object"
121,35.0,2.0,31.785754301720686,427.2857142857143,"107    [[38.501960784313724, 428.0], [38.501960784313...
Name: Contours, dtype: object"
122,35.0,3.0,30.112284913965585,430.9591836734694,"152    [[36.501960784313724, 430.0], [36.501960784313...
Name: Contours, dtype: object"
123,35.0,4.0,31.112284913965585,431.8979591836735,"201    [[37.501960784313724, 430.0], [37.501960784313...
Name: Contours, dtype: object"
124,35.0,5.0,32.05106042416967,433.0408163265306,"250    [[38.501960784313724, 433.0], [38.501960784313...
Name: Contours, dtype: object"
125,35.0,6.0,30.18631295655517,433.88235294117646,"300    [[36.501960784313724, 432.0], [36.501960784313...
Name: Contours, dtype: object"
126,35.0,7.0,28.90004357298475,433.64444444444445,"350    [[35.501960784313724, 433.0], [35.501960784313...
Name: Contours, dtype: object"
127,35.0,8.0,28.402486848397896,433.4390243902439,"401    [[34.501960784313724, 433.0], [34.501960784313...
Name: Contours, dtype: object"
128,35.0,9.0,30.655599128540306,433.8,"456    [[37.501960784313724, 433.0], [37.0, 432.49803...
Name: Contours, dtype: object"
129,35.0,10.0,30.677821350762528,434.1111111111111,"509    [[37.501960784313724, 434.0], [37.501960784313...
Name: Contours, dtype: object"
130,35.0,11.0,31.783055863854976,435.07547169811323,"564    [[38.501960784313724, 435.0], [38.501960784313...
Name: Contours, dtype: object"
131,35.0,12.0,29.01115468409586,434.9555555555556,"621    [[35.501960784313724, 435.0], [35.501960784313...
Name: Contours, dtype: object"
132,35.0,13.0,28.755360867751357,435.5531914893617,"681    [[35.501960784313724, 436.0], [35.501960784313...
Name: Contours, dtype: object"
133,35.0,14.0,29.011673506611945,434.74418604651163,"741    [[35.501960784313724, 435.0], [35.0, 434.49803...
Name: Contours, dtype: object"
134,35.0,15.0,29.81115468409586,435.06666666666666,"804    [[36.501960784313724, 435.0], [36.0, 434.49803...
Name: Contours, dtype: object"
135,35.0,16.0,30.78893246187364,435.3333333333333,"870    [[37.501960784313724, 436.0], [37.0, 435.49803...
Name: Contours, dtype: object"
136,35.0,17.0,29.0,439.0996078431373,"938    [[29.0, 439.4980392156863], [28.50196078431372...
Name: Contours, dtype: object"
137,35.0,18.0,27.100392156862746,441.0,"1004    [[27.501960784313724, 441.0], [27.0, 440.49803...
Name: Contours, dtype: object"
138,35.0,19.0,24.643137254901962,444.0,"1069    [[25.501960784313724, 444.0], [25.0, 443.49803...
Name: Contours, dtype: object"
139,36.0,0.0,79.82532482872666,436.7590361445783,"10    [[88.50196078431372, 445.0], [88.0, 444.498039...
Name: Contours, dtype: object"
140,36.0,1.0,79.37656741709029,436.8641975308642,"58    [[87.50196078431372, 446.0], [87.5019607843137...
Name: Contours, dtype: object"
141,36.0,2.0,76.33953038005325,436.74074074074076,"108    [[84.50196078431372, 445.0], [84.5019607843137...
Name: Contours, dtype: object"
142,36.0,3.0,76.6234809973372,437.17283950617286,"154    [[85.50196078431372, 446.0], [85.0, 445.498039...
Name: Contours, dtype: object"
143,36.0,4.0,77.41141722511789,437.17721518987344,"204    [[85.50196078431372, 446.0], [85.5019607843137...
Name: Contours, dtype: object"
144,36.0,5.0,78.40125877511498,437.91358024691357,"253    [[86.50196078431372, 447.0], [86.5019607843137...
Name: Contours, dtype: object"
145,36.0,6.0,77.13293621245967,437.9113924050633,"302    [[85.50196078431372, 446.0], [85.0, 445.498039...
Name: Contours, dtype: object"
146,36.0,7.0,76.61113531832486,437.5679012345679,"352    [[84.50196078431372, 446.0], [84.5019607843137...
Name: Contours, dtype: object"
147,36.0,8.0,75.73379169849757,437.06493506493507,"403    [[83.50196078431372, 446.0], [83.5019607843137...
Name: Contours, dtype: object"
148,36.0,9.0,78.2662592309651,437.3246753246753,"458    [[86.50196078431372, 446.0], [86.5019607843137...
Name: Contours, dtype: object"
149,36.0,10.0,78.57409828128782,437.60493827160496,"512    [[86.50196078431372, 446.0], [86.5019607843137...
Name: Contours, dtype: object"
150,36.0,11.0,79.4629871701767,437.77777777777777,"567    [[87.50196078431372, 447.0], [87.5019607843137...
Name: Contours, dtype: object"
151,36.0,12.0,77.33134892511221,437.5301204819277,"624    [[85.50196078431372, 447.0], [85.5019607843137...
Name: Contours, dtype: object"
152,36.0,13.0,77.1913822319051,438.38271604938274,"684    [[85.50196078431372, 448.0], [85.5019607843137...
Name: Contours, dtype: object"
153,36.0,14.0,77.4876785282014,437.7283950617284,"744    [[85.50196078431372, 447.0], [85.5019607843137...
Name: Contours, dtype: object"
154,36.0,15.0,78.30249334301621,437.75308641975306,"807    [[86.50196078431372, 446.0], [86.5019607843137...
Name: Contours, dtype: object"
155,36.0,16.0,78.70002614379085,437.8666666666667,"873    [[86.50196078431372, 447.0], [86.5019607843137...
Name: Contours, dtype: object"
156,36.0,17.0,78.18356912385207,437.7848101265823,"939    [[86.50196078431372, 446.0], [86.5019607843137...
Name: Contours, dtype: object"
157,36.0,18.0,76.22002614379085,437.3466666666667,"1005    [[84.50196078431372, 446.0], [84.5019607843137...
Name: Contours, dtype: object"
158,36.0,19.0,79.22002614379085,437.26666666666665,"1072    [[87.50196078431372, 446.0], [87.5019607843137...
Name: Contours, dtype: object"
159,37.0,0.0,100.83336175049726,355.6231884057971,"11    [[108.50196078431372, 357.0], [108.50196078431...
Name: Contours, dtype: object"
160,37.0,1.0,101.1197459265396,355.5774647887324,"59    [[109.50196078431372, 355.0], [109.0, 354.4980...
Name: Contours, dtype: object"
161,37.0,2.0,97.96481634907481,356.4366197183099,"109    [[106.50196078431372, 357.0], [106.50196078431...
Name: Contours, dtype: object"
162,37.0,3.0,98.47262959978511,356.5753424657534,"155    [[107.50196078431372, 357.0], [107.0, 356.4980...
Name: Contours, dtype: object"
163,37.0,4.0,99.54228113780721,357.0845070422535,"205    [[108.50196078431372, 359.0], [108.50196078431...
Name: Contours, dtype: object"
164,37.0,5.0,100.1479149406241,357.5633802816901,"254    [[108.50196078431372, 360.0], [108.50196078431...
Name: Contours, dtype: object"
165,37.0,6.0,98.70550631211388,357.56164383561645,"303    [[107.50196078431372, 360.0], [107.50196078431...
Name: Contours, dtype: object"
166,37.0,7.0,98.17167105648228,357.56716417910445,"353    [[106.50196078431372, 361.0], [106.50196078431...
Name: Contours, dtype: object"
167,37.0,8.0,97.63046319977266,357.4782608695652,"404    [[106.50196078431372, 358.0], [106.50196078431...
Name: Contours, dtype: object"
168,37.0,9.0,100.05226807140767,357.5074626865672,"459    [[108.50196078431372, 359.0], [108.50196078431...
Name: Contours, dtype: object"
169,37.0,10.0,100.11196956394497,357.55223880597015,"513    [[108.50196078431372, 360.0], [108.50196078431...
Name: Contours, dtype: object"
170,37.0,11.0,101.13770957658426,357.92753623188406,"568    [[109.50196078431372, 360.0], [109.50196078431...
Name: Contours, dtype: object"
171,37.0,12.0,99.05075305484512,357.8550724637681,"625    [[107.50196078431372, 359.0], [107.50196078431...
Name: Contours, dtype: object"
172,37.0,13.0,98.58453465893396,358.056338028169,"685    [[107.50196078431372, 359.0], [107.50196078431...
Name: Contours, dtype: object"
173,37.0,14.0,99.07973856209149,357.92753623188406,"745    [[107.50196078431372, 360.0], [107.50196078431...
Name: Contours, dtype: object"
174,37.0,15.0,99.7253797293565,357.9577464788732,"808    [[108.50196078431372, 360.0], [108.50196078431...
Name: Contours, dtype: object"
175,37.0,16.0,100.54228113780721,358.16901408450707,"874    [[109.50196078431372, 360.0], [109.50196078431...
Name: Contours, dtype: object"
176,37.0,17.0,99.65495719414523,357.943661971831,"940    [[108.50196078431372, 360.0], [108.50196078431...
Name: Contours, dtype: object"
177,37.0,18.0,98.1666928104575,357.6666666666667,"1006    [[107.50196078431372, 359.0], [107.50196078431...
Name: Contours, dtype: object"
178,37.0,19.0,100.80988677161002,357.3943661971831,"1073    [[109.50196078431372, 360.0], [109.50196078431...
Name: Contours, dtype: object"
179,26.0,0.0,237.52862745098037,351.85714285714283,"23    [[241.50196078431372, 352.0], [241.50196078431...
Name: Contours, dtype: object"
180,26.0,1.0,236.1585844093735,352.1463414634146,"71    [[240.50196078431372, 354.0], [240.50196078431...
Name: Contours, dtype: object"
181,26.0,3.0,242.1825708061002,340.53968253968253,"168    [[249.50196078431372, 343.0], [249.50196078431...
Name: Contours, dtype: object"
182,26.0,4.0,243.1190787426081,340.4761904761905,"219    [[250.50196078431372, 341.0], [250.50196078431...
Name: Contours, dtype: object"
183,26.0,5.0,244.1000301659125,341.15384615384613,"268    [[251.50196078431372, 344.0], [251.50196078431...
Name: Contours, dtype: object"
184,26.0,6.0,242.66420836991512,341.1044776119403,"317    [[250.50196078431372, 343.0], [250.50196078431...
Name: Contours, dtype: object"
185,26.0,7.0,237.0652344416027,347.1217391304348,"366    [[249.50196078431372, 343.0], [249.50196078431...
Name: Contours, dtype: object"
186,26.0,8.0,230.14915720674233,355.0877192982456,"418    [[236.50196078431372, 356.0], [236.50196078431...
Name: Contours, dtype: object"
187,26.0,9.0,232.5877536979704,354.7719298245614,"473    [[238.50196078431372, 359.0], [238.50196078431...
Name: Contours, dtype: object"
188,26.0,10.0,232.55266597867217,354.7368421052632,"527    [[238.50196078431372, 359.0], [238.50196078431...
Name: Contours, dtype: object"
189,26.0,11.0,232.889863742107,355.1525423728813,"582    [[238.50196078431372, 361.0], [238.50196078431...
Name: Contours, dtype: object"
190,26.0,12.0,228.69050731403672,354.36507936507934,"640    [[235.50196078431372, 358.0], [235.50196078431...
Name: Contours, dtype: object"
191,26.0,13.0,226.18855673416903,347.3114754098361,"700    [[232.50196078431372, 351.0], [232.50196078431...
Name: Contours, dtype: object"
192,26.0,14.0,226.43445837351334,346.1639344262295,"761    [[232.50196078431372, 350.0], [232.50196078431...
Name: Contours, dtype: object"
193,26.0,15.0,226.7857454092748,344.93650793650795,"824    [[233.50196078431372, 346.0], [233.50196078431...
Name: Contours, dtype: object"
194,26.0,16.0,227.18855673416908,343.9836065573771,"892    [[233.50196078431372, 346.0], [233.50196078431...
Name: Contours, dtype: object"
195,26.0,17.0,226.25387631975866,342.7846153846154,"957    [[233.50196078431372, 342.0], [233.50196078431...
Name: Contours, dtype: object"
196,26.0,18.0,224.63849170437405,342.3538461538462,"1023    [[231.50196078431372, 345.0], [231.50196078431...
Name: Contours, dtype: object"
197,26.0,19.0,227.22310708898942,341.9230769230769,"1091    [[234.50196078431372, 344.0], [234.50196078431...
Name: Contours, dtype: object"
198,39.0,0.0,117.5545811051693,350.8363636363636,"12    [[124.50196078431372, 352.0], [124.50196078431...
Name: Contours, dtype: object"
199,39.0,1.0,116.76319229446163,350.2280701754386,"60    [[123.50196078431372, 353.0], [123.50196078431...
Name: Contours, dtype: object"
200,39.0,2.0,113.20912655971475,350.3636363636364,"110    [[119.50196078431372, 354.0], [119.50196078431...
Name: Contours, dtype: object"
201,39.0,3.0,113.72037221668327,349.96610169491527,"156    [[120.50196078431372, 354.0], [120.50196078431...
Name: Contours, dtype: object"
202,39.0,4.0,115.05740919318546,349.9836065573771,"206    [[122.50196078431372, 353.0], [122.50196078431...
Name: Contours, dtype: object"
203,39.0,5.0,115.6475731276117,350.40983606557376,"255    [[122.50196078431372, 355.0], [122.50196078431...
Name: Contours, dtype: object"
204,39.0,6.0,114.21431683784621,350.2063492063492,"304    [[121.50196078431372, 354.0], [121.50196078431...
Name: Contours, dtype: object"
205,39.0,7.0,113.43445837351334,349.9016393442623,"354    [[120.50196078431372, 355.0], [120.50196078431...
Name: Contours, dtype: object"
206,39.0,8.0,113.20495017679202,349.8688524590164,"405    [[120.50196078431372, 353.0], [120.50196078431...
Name: Contours, dtype: object"
207,39.0,9.0,115.30331083252973,349.8524590163934,"460    [[122.50196078431372, 354.0], [122.50196078431...
Name: Contours, dtype: object"
